"id_che300","id_souhu"
"910","102180"
"912","102172"
"914","102175"
"917","120338"
"918","120340"
"919","120339"
"920","120341"
"921","120336"
"922","120344"
"923","120342"
"924","119145"
"925","118876"
"926","119144"
"927","118877"
"928","118874"
"929","118878"
"930","118875"
"931","117042"
"932","117043"
"933","115236"
"934","115235"
"935","115216"
"936","115217"
"937","115214"
"938","115215"
"939","122900"
"940","122125"
"941","122124"
"942","123720"
"943","122126"
"944","122128"
"945","122127"
"946","122123"
"947","118642"
"948","118640"
"949","118638"
"950","118649"
"951","118648"
"952","118647"
"953","118645"
"954","118646"
"955","118644"
"956","118636"
"957","117521"
"958","118362"
"959","116377"
"960","116378"
"961","116379"
"962","116378"
"963","116380"
"964","116379"
"965","114922"
"966","114923"
"967","114922"
"968","114908"
"969","114907"
"970","114906"
"971","114905"
"972","113745"
"973","113746"
"974","113747"
"975","113748"
"976","113749"
"977","110713"
"978","110712"
"979","112819"
"980","110715"
"981","110715"
"982","110714"
"983","112587"
"984","112821"
"985","110716"
"986","102366"
"987","102357"
"988","102354"
"989","102359"
"990","102355"
"992","102358"
"993","102356"
"994","120402"
"995","120401"
"996","120400"
"997","120399"
"998","120338"
"999","120340"
"1000","120339"
"1001","120341"
"1002","120336"
"1003","120344"
"1005","118876"
"1007","118877"
"1008","118871"
"1009","118878"
"1010","115236"
"1011","115235"
"1012","115216"
"1013","115216"
"1014","115217"
"1015","115217"
"1016","115214"
"1017","115214"
"1018","115215"
"1019","115215"
"1020","121967"
"1021","121966"
"1022","121965"
"1023","121718"
"1024","121719"
"1025","121720"
"1026","121721"
"1027","120526"
"1028","116141"
"1029","116142"
"1030","116143"
"1031","116144"
"1032","116145"
"1033","116146"
"1034","109853"
"1035","115193"
"1036","115194"
"1037","115195"
"1038","102341"
"1045","102328"
"1046","102332"
"1047","102316"
"1050","102320"
"1052","102319"
"1053","102310"
"1054","102311"
"1055","102309"
"1060","102297"
"1062","116831"
"1063","113236"
"1064","113237"
"1065","113238"
"1066","113239"
"1067","102369"
"1068","102367"
"1069","102370"
"1070","102368"
"1071","102371"
"1072","114149"
"1073","114150"
"1074","114151"
"1086","111924"
"1087","111942"
"1089","102276"
"1090","102276"
"1092","102275"
"1093","102274"
"1098","121808"
"1100","121808"
"1108","121806"
"1109","121806"
"1116","121801"
"1117","121801"
"1118","121801"
"1119","121801"
"1120","121804"
"1121","121801"
"1122","102344"
"1123","102342"
"1124","102343"
"1125","102345"
"1126","122401"
"1127","122399"
"1128","122400"
"1129","114126"
"1130","114127"
"1136","124069"
"1137","124255"
"1138","124256"
"1139","124070"
"1140","124071"
"1141","124072"
"1142","124073"
"1143","124075"
"1144","124074"
"1145","124076"
"1146","123735"
"1147","123736"
"1148","122141"
"1149","121912"
"1150","119803"
"1151","119800"
"1152","119799"
"1153","119798"
"1154","120748"
"1155","119797"
"1156","119796"
"1157","119795"
"1158","118264"
"1159","118263"
"1160","118262"
"1161","118284"
"1162","118285"
"1164","117854"
"1165","115991"
"1166","115992"
"1167","115993"
"1168","115994"
"1169","115995"
"1170","113883"
"1171","113884"
"1172","113885"
"1173","113886"
"1174","115258"
"1175","113887"
"1176","113888"
"1177","113889"
"1178","113574"
"1179","113150"
"1180","113133"
"1181","112723"
"1182","113131"
"1183","112725"
"1184","114486"
"1185","113431"
"1186","111115"
"1189","103844"
"1190","103847"
"1193","103844"
"1194","103848"
"1195","106002"
"1196","103833"
"1197","103830"
"1198","103831"
"1200","123983"
"1201","123985"
"1202","123989"
"1203","123987"
"1204","123991"
"1205","123992"
"1206","123993"
"1207","123994"
"1208","123995"
"1209","123997"
"1210","123996"
"1211","120082"
"1212","120083"
"1213","120084"
"1214","122915"
"1215","120085"
"1216","120086"
"1217","120087"
"1218","120088"
"1219","122917"
"1220","120089"
"1221","118185"
"1222","118184"
"1223","118183"
"1224","118182"
"1225","118181"
"1226","118180"
"1227","118179"
"1228","118178"
"1229","116247"
"1230","115949"
"1231","115459"
"1232","115950"
"1233","115465"
"1234","115951"
"1235","115466"
"1236","115467"
"1237","113863"
"1238","113864"
"1239","113865"
"1240","113866"
"1241","113867"
"1242","113868"
"1243","113869"
"1244","113870"
"1245","113871"
"1246","113669"
"1248","113211"
"1249","113212"
"1250","113213"
"1251","113214"
"1252","113215"
"1253","113216"
"1254","113217"
"1255","112554"
"1256","110117"
"1257","103877"
"1258","103874"
"1259","103875"
"1261","103872"
"1262","103869"
"1263","103870"
"1264","103865"
"1268","103866"
"1270","103855"
"1271","103867"
"1272","103857"
"1274","103854"
"1276","103851"
"1277","103850"
"1278","105980"
"1279","105982"
"1280","103849"
"1281","120659"
"1282","120658"
"1283","120657"
"1284","120656"
"1285","120655"
"1286","120654"
"1287","123696"
"1288","120653"
"1289","118929"
"1290","118928"
"1291","118927"
"1292","118926"
"1293","118925"
"1294","118924"
"1296","121295"
"1297","121294"
"1298","121293"
"1299","121292"
"1300","121291"
"1301","121290"
"1303","119489"
"1306","115267"
"1308","115268"
"1309","115269"
"1310","117244"
"1311","115296"
"1312","115285"
"1313","114585"
"1314","114586"
"1322","106071"
"1323","106062"
"1324","106052"
"1327","120362"
"1328","120363"
"1329","120364"
"1330","120365"
"1331","120361"
"1332","121327"
"1333","123471"
"1335","123470"
"1337","123469"
"1338","117639"
"1340","116811"
"1341","115261"
"1342","117000"
"1344","114402"
"1345","114403"
"1346","113824"
"1347","113826"
"1348","113825"
"1349","112541"
"1350","113127"
"1351","112539"
"1352","113128"
"1353","113129"
"1354","112659"
"1355","105936"
"1356","105938"
"1357","105939"
"1359","105932"
"1361","105906"
"1362","105901"
"1363","105924"
"1369","119417"
"1371","119416"
"1375","115589"
"1376","115590"
"1377","115426"
"1378","124438"
"1379","124436"
"1380","124437"
"1381","124452"
"1382","124451"
"1383","124453"
"1384","124445"
"1385","124447"
"1386","124446"
"1387","124450"
"1388","124448"
"1389","124449"
"1390","120995"
"1391","122896"
"1392","120996"
"1393","122897"
"1394","120997"
"1395","122898"
"1396","120998"
"1397","122899"
"1398","119564"
"1399","119989"
"1400","119990"
"1401","116713"
"1402","116714"
"1403","116715"
"1405","113760"
"1406","113759"
"1408","106111"
"1409","106112"
"1410","106108"
"1411","106107"
"1412","119407"
"1413","119406"
"1414","118430"
"1415","119405"
"1416","118431"
"1417","119408"
"1419","116015"
"1420","116016"
"1421","112078"
"1422","112082"
"1423","112086"
"1424","115425"
"1425","114647"
"1426","123345"
"1427","123346"
"1428","123347"
"1429","123348"
"1430","118289"
"1431","118290"
"1432","118291"
"1433","118292"
"1434","113645"
"1435","113646"
"1436","113647"
"1437","106102"
"1438","106096"
"1439","106097"
"1441","116307"
"1442","116308"
"1443","115067"
"1444","115066"
"1445","123984"
"1446","124063"
"1447","124064"
"1448","123986"
"1449","124065"
"1450","123988"
"1451","123990"
"1452","123998"
"1454","122050"
"1455","122049"
"1457","122048"
"1458","122047"
"1459","122046"
"1460","120811"
"1461","119610"
"1462","119613"
"1464","117635"
"1466","117002"
"1467","117001"
"1468","117636"
"1471","105992"
"1474","103851"
"1475","103850"
"1476","105982"
"1477","105982"
"1478","105958"
"1485","124257"
"1486","124258"
"1487","124259"
"1488","124260"
"1489","124261"
"1490","121912"
"1491","119803"
"1492","119802"
"1493","123737"
"1494","119801"
"1495","120786"
"1496","123738"
"1497","123739"
"1498","120785"
"1499","120785"
"1501","115172"
"1502","115172"
"1503","116616"
"1505","115173"
"1506","115173"
"1507","115175"
"1508","115174"
"1509","115174"
"1510","115175"
"1511","115175"
"1512","113885"
"1513","113886"
"1514","113888"
"1516","113132"
"1522","106042"
"1524","106044"
"1526","106045"
"1528","106037"
"1535","123740"
"1536","123741"
"1537","123742"
"1538","123743"
"1539","123744"
"1541","121193"
"1542","121192"
"1543","121191"
"1544","121190"
"1545","121189"
"1546","117181"
"1547","117642"
"1548","114357"
"1551","115697"
"1552","122588"
"1553","122587"
"1554","122586"
"1555","122585"
"1556","121385"
"1558","122580"
"1559","121385"
"1562","122580"
"1563","123238"
"1564","121384"
"1565","121384"
"1566","123239"
"1567","117867"
"1568","119382"
"1569","117868"
"1570","119381"
"1571","116889"
"1572","116889"
"1573","116890"
"1574","116890"
"1582","125342"
"1583","126564"
"1584","126565"
"1585","118512"
"1586","118511"
"1588","114985"
"1589","115259"
"1590","114613"
"1591","122767"
"1592","117152"
"1596","121322"
"1597","121321"
"1598","121317"
"1601","106123"
"1602","122880"
"1603","115426"
"1604","118309"
"1606","122877"
"1607","114041"
"1608","117861"
"1609","122420"
"1610","119712"
"1611","122419"
"1612","119711"
"1613","119710"
"1614","122418"
"1615","119709"
"1616","122416"
"1617","120661"
"1618","122415"
"1619","122414"
"1620","120660"
"1621","122412"
"1622","119705"
"1623","119708"
"1624","122413"
"1625","119707"
"1626","122411"
"1627","122410"
"1628","119706"
"1632","116952"
"1633","116953"
"1634","116954"
"1635","123403"
"1636","123404"
"1644","120493"
"1645","120494"
"1646","120495"
"1647","121860"
"1648","121859"
"1649","121858"
"1650","118160"
"1651","118161"
"1652","128770"
"1653","128771"
"1654","118162"
"1655","128772"
"1656","116688"
"1657","116689"
"1658","116690"
"1664","113754"
"1665","113755"
"1666","113758"
"1667","113758"
"1668","113757"
"1670","112766"
"1671","111082"
"1672","112768"
"1673","111099"
"1674","107778"
"1676","107779"
"1678","107786"
"1679","107786"
"1683","107774"
"1684","107776"
"1685","107775"
"1686","107776"
"1687","107777"
"1688","107776"
"1689","107777"
"1690","123349"
"1691","123350"
"1692","119338"
"1693","119339"
"1694","119340"
"1695","116681"
"1696","116682"
"1697","116683"
"1698","115112"
"1699","115113"
"1700","115114"
"1701","113295"
"1702","113296"
"1703","113297"
"1704","113298"
"1705","112627"
"1706","112628"
"1707","112629"
"1708","112630"
"1710","122533"
"1711","122534"
"1712","118166"
"1713","118167"
"1714","118168"
"1715","117740"
"1716","117739"
"1717","116694"
"1718","116695"
"1719","117738"
"1720","116696"
"1721","116697"
"1722","115225"
"1723","115439"
"1724","122288"
"1725","122287"
"1726","122286"
"1727","122285"
"1728","122284"
"1729","122283"
"1730","122282"
"1731","120388"
"1732","120389"
"1733","120390"
"1734","120391"
"1735","120386"
"1736","120387"
"1737","123088"
"1738","123085"
"1740","123084"
"1741","119148"
"1742","123083"
"1743","123082"
"1744","117717"
"1745","117716"
"1746","117719"
"1747","117718"
"1748","121771"
"1749","121772"
"1750","121773"
"1751","121775"
"1752","121774"
"1753","121776"
"1754","116698"
"1755","117273"
"1756","116699"
"1757","117272"
"1758","116700"
"1759","115385"
"1760","115386"
"1761","115387"
"1762","115388"
"1763","113781"
"1764","113790"
"1765","113791"
"1766","113792"
"1767","121871"
"1768","121870"
"1769","118164"
"1770","118163"
"1771","118165"
"1772","116677"
"1773","116678"
"1774","116679"
"1775","116680"
"1776","114192"
"1777","114962"
"1778","114963"
"1779","114194"
"1780","114964"
"1781","114965"
"1782","116691"
"1783","116692"
"1784","116693"
"1785","115277"
"1788","115276"
"1789","115278"
"1790","114036"
"1791","114037"
"1792","114038"
"1793","114039"
"1794","114040"
"1795","112874"
"1796","112874"
"1797","112875"
"1798","110807"
"1799","111131"
"1801","111140"
"1804","111146"
"1805","116808"
"1806","116809"
"1809","116684"
"1810","116685"
"1811","116687"
"1814","113910"
"1815","113911"
"1818","113912"
"1819","113913"
"1821","107791"
"1822","111028"
"1823","111046"
"1824","107788"
"1825","107790"
"1826","111025"
"1829","107789"
"1831","112981"
"1833","107749"
"1834","107750"
"1835","107748"
"1839","107740"
"1844","107735"
"1848","107735"
"1850","123723"
"1851","123751"
"1852","123724"
"1853","123725"
"1854","123752"
"1855","123726"
"1856","123727"
"1857","120608"
"1858","120609"
"1859","120610"
"1860","120611"
"1861","120612"
"1862","118616"
"1863","118617"
"1864","118618"
"1865","118619"
"1866","119072"
"1870","117875"
"1873","115006"
"1874","115007"
"1875","110909"
"1876","112662"
"1879","108006"
"1880","108005"
"1886","120559"
"1887","123753"
"1888","120558"
"1889","123754"
"1890","120557"
"1891","123755"
"1892","123756"
"1893","120556"
"1899","115142"
"1901","115414"
"1902","115415"
"1903","115415"
"1904","114558"
"1905","115653"
"1906","114558"
"1907","114559"
"1908","115654"
"1909","112689"
"1910","110791"
"1911","110792"
"1912","112358"
"1913","110793"
"1914","120410"
"1915","123774"
"1916","123775"
"1917","120411"
"1918","120412"
"1919","123776"
"1920","118375"
"1921","118376"
"1922","118377"
"1923","122387"
"1924","122388"
"1926","122389"
"1927","122387"
"1928","122388"
"1929","122389"
"1930","123622"
"1931","123623"
"1932","119473"
"1933","119278"
"1934","119472"
"1935","119471"
"1936","116913"
"1938","117985"
"1939","116914"
"1940","116915"
"1943","115160"
"1944","115161"
"1950","123616"
"1951","123829"
"1952","123830"
"1953","123617"
"1954","123618"
"1955","116912"
"1956","117522"
"1957","116911"
"1958","115162"
"1959","115163"
"1960","115164"
"1961","115165"
"1962","123647"
"1963","123648"
"1964","123649"
"1965","123650"
"1966","123649"
"1967","123650"
"1968","123645"
"1970","130781"
"1977","119019"
"1978","119476"
"1979","119390"
"1980","119018"
"1981","119019"
"1982","119393"
"1983","119394"
"1984","119474"
"1985","119474"
"1991","124038"
"1992","124039"
"1993","124041"
"1996","121587"
"1997","120059"
"1998","120060"
"1999","120061"
"2000","120063"
"2001","120062"
"2002","121586"
"2003","116910"
"2004","116909"
"2005","116909"
"2009","113924"
"2010","113925"
"2011","113929"
"2012","113930"
"2013","113931"
"2014","113932"
"2017","113926"
"2018","113927"
"2019","113928"
"2020","110862"
"2021","110923"
"2022","113065"
"2023","113031"
"2024","112683"
"2028","100646"
"2030","100643"
"2033","100643"
"2034","100643"
"2036","100641"
"2042","100647"
"2043","100654"
"2045","100655"
"2046","100649"
"2050","120104"
"2051","119074"
"2052","119073"
"2055","112459"
"2056","110981"
"2057","110986"
"2059","100724"
"2064","100725"
"2066","114811"
"2067","115738"
"2068","115738"
"2069","117594"
"2070","117594"
"2071","122424"
"2072","122423"
"2073","122422"
"2074","116007"
"2075","116008"
"2076","100774"
"2079","123342"
"2089","109967"
"2090","114950"
"2094","117307"
"2095","117918"
"2097","122265"
"2098","122267"
"2099","113906"
"2100","117589"
"2102","109956"
"2103","111057"
"2104","100789"
"2105","100790"
"2106","100785"
"2107","123343"
"2108","120081"
"2109","120090"
"2110","114947"
"2111","113056"
"2113","114946"
"2114","122339"
"2115","117218"
"2116","117219"
"2131","115155"
"2132","115156"
"2133","117870"
"2134","117871"
"2135","117872"
"2136","115297"
"2137","115297"
"2138","115298"
"2139","115299"
"2140","114007"
"2141","114006"
"2142","114004"
"2143","114005"
"2144","114003"
"2145","112471"
"2146","100640"
"2147","112472"
"2152","100634"
"2158","114743"
"2161","120367"
"2162","119585"
"2163","119591"
"2164","119586"
"2165","114395"
"2166","115538"
"2167","114196"
"2168","115124"
"2172","114614"
"2173","114614"
"2174","114615"
"2175","114615"
"2181","100792"
"2182","114396"
"2183","114397"
"2184","114949"
"2185","114948"
"2203","122135"
"2204","121728"
"2205","120777"
"2206","120778"
"2210","109960"
"2211","111006"
"2212","100742"
"2213","100741"
"2215","100739"
"2256","115920"
"2257","115161"
"2261","114032"
"2274","100759"
"2282","100748"
"2283","100748"
"2324","122304"
"2325","121187"
"2326","122301"
"2327","122304"
"2328","122831"
"2329","121186"
"2330","122303"
"2331","122832"
"2332","121185"
"2333","122301"
"2334","121184"
"2335","122833"
"2336","122305"
"2340","121183"
"2343","121182"
"2344","122305"
"2345","121181"
"2346","122834"
"2347","118077"
"2348","118079"
"2349","118078"
"2350","118080"
"2352","118085"
"2353","118086"
"2354","118088"
"2355","120712"
"2356","120711"
"2357","122311"
"2358","121200"
"2359","123478"
"2360","123479"
"2361","120713"
"2362","123377"
"2363","123379"
"2364","123380"
"2365","123381"
"2366","122312"
"2367","120044"
"2368","119415"
"2369","120045"
"2370","117356"
"2371","118306"
"2372","118308"
"2373","117355"
"2374","117354"
"2375","117353"
"2376","120455"
"2377","120455"
"2378","120456"
"2379","120457"
"2380","120459"
"2381","120458"
"2382","120460"
"2383","124328"
"2384","120461"
"2385","124327"
"2386","119463"
"2387","119461"
"2388","119462"
"2389","119915"
"2390","119460"
"2391","114628"
"2392","115719"
"2393","114632"
"2394","115110"
"2395","115720"
"2396","115111"
"2397","114633"
"2398","115721"
"2399","114634"
"2400","114635"
"2401","115722"
"2402","114636"
"2403","114637"
"2404","117073"
"2405","117074"
"2406","117080"
"2407","117081"
"2408","117075"
"2409","117076"
"2410","117077"
"2411","117078"
"2412","117079"
"2413","114116"
"2414","114120"
"2415","115723"
"2416","114117"
"2417","114121"
"2418","114118"
"2419","114119"
"2420","114122"
"2421","113575"
"2422","111078"
"2423","101397"
"2424","111064"
"2425","111085"
"2426","111065"
"2427","111086"
"2428","111089"
"2429","111100"
"2430","111070"
"2431","111087"
"2432","111100"
"2433","101387"
"2437","101369"
"2438","101371"
"2439","101374"
"2440","101336"
"2441","101342"
"2442","101343"
"2443","101341"
"2444","101340"
"2446","101339"
"2447","101344"
"2448","101337"
"2449","101338"
"2456","117030"
"2457","117029"
"2458","117028"
"2459","117026"
"2460","117027"
"2461","117025"
"2462","113272"
"2463","113275"
"2464","113276"
"2465","113277"
"2466","113278"
"2467","113279"
"2468","115125"
"2469","115128"
"2470","115126"
"2471","115132"
"2472","115127"
"2473","115133"
"2474","117030"
"2475","117029"
"2476","117028"
"2477","117026"
"2478","117027"
"2479","117025"
"2480","115125"
"2481","115128"
"2482","115724"
"2483","115126"
"2484","115132"
"2485","115127"
"2486","115133"
"2487","113272"
"2488","113275"
"2489","113276"
"2490","113277"
"2491","113278"
"2492","113279"
"2493","122711"
"2495","122712"
"2497","118882"
"2499","118880"
"2500","118881"
"2502","118879"
"2504","114116"
"2505","114120"
"2506","114117"
"2507","114121"
"2508","114118"
"2509","114119"
"2510","115582"
"2511","110730"
"2512","110979"
"2513","110975"
"2514","113577"
"2515","110984"
"2516","110987"
"2517","110993"
"2518","111000"
"2519","110990"
"2520","110998"
"2521","111003"
"2522","123693"
"2523","124247"
"2524","123694"
"2525","123692"
"2526","124246"
"2530","101419"
"2531","101419"
"2533","101418"
"2534","101419"
"2535","101421"
"2536","101417"
"2538","101409"
"2543","101411"
"2547","122443"
"2548","122439"
"2549","122440"
"2550","122441"
"2551","122442"
"2552","119258"
"2553","119259"
"2554","119260"
"2555","119261"
"2560","114660"
"2562","121127"
"2563","122692"
"2564","121128"
"2565","122691"
"2566","117500"
"2567","112710"
"2568","112711"
"2569","117772"
"2570","117773"
"2571","117801"
"2575","106311"
"2576","106307"
"2583","111154"
"2584","111145"
"2585","111158"
"2586","106374"
"2590","106357"
"2595","106325"
"2608","119603"
"2609","121942"
"2611","113534"
"2615","111254"
"2619","106677"
"2624","106673"
"2626","106666"
"2627","106663"
"2633","115264"
"2638","115266"
"2639","123089"
"2640","123090"
"2641","123064"
"2642","123091"
"2643","116704"
