id_che300,id_autohome,id_souhu,id_yiche,id_czb
12652,9648,116703,13205,14079
12653,5458,0,20000610,11096
12654,4924,0,0,10718
12655,4925,0,20000875,10719
12656,8353,113331,10195,13161
12657,8352,113332,10196,13160
12658,8351,113333,10197,13159
12659,16110,123481,105899,6008
12660,13142,136703,102088,3706
12661,13143,119629,102089,3707
12662,0,121573,0,0
12663,7626,116932,12956,12623
12664,10960,117914,14876,2104
12667,12578,121571,105279,3289
12668,14511,120779,105276,4813
12669,9880,121572,103389,14263
12670,12579,121570,102731,3290
12671,12519,120693,16621,3244
12672,12520,120692,16620,3245
12673,12521,120691,16619,3246
12674,12522,120690,16618,3247
12675,12523,120689,16617,3248
12676,12524,120688,16614,3249
12677,12526,120697,102573,3251
12678,12527,120696,102574,3252
12679,12528,120695,102575,3253
12680,12529,120694,102576,3254
12681,12525,120699,102090,3250
12682,8811,0,12332,13503
12683,8812,0,12333,13504
12684,8311,115367,11820,13132
12685,6440,0,9762,11829
12686,8310,115366,11821,13131
12687,8309,115365,11822,13129
12688,8308,115364,11823,13128
12689,5413,114920,12914,11054
12690,6439,0,6886,11827
12691,6438,115363,10777,11826
12692,5413,114920,10776,11054
12695,4899,0,7422,10704
12696,0,0,11844,9006087
12697,0,0,6884,0
12698,4070,0,6885,10051
12699,4899,0,11843,10704
12700,0,0,0,6864
12701,0,0,0,6863
12702,0,0,0,5707
12704,11964,0,15475,2820
12705,7827,0,11521,12755
12706,7826,113767,11523,12754
12707,7825,115397,11524,12753
12708,0,113767,12509,9020432
12709,0,121569,12507,9013327
12710,7568,115396,11525,12581
12712,2969,0,3148,9050
12713,2969,0,5746,9020425
12714,2970,108593,0,9020426
12715,2970,108593,3147,9052
12716,2971,108605,3146,9053
12717,2971,108605,5218,9020417
12718,0,0,5218,9020417
12719,0,108593,0,0
12720,3849,108600,3145,9020413
12721,0,108606,3144,9020412
12722,0,108593,5221,9020419
12723,0,0,0,0
12724,0,0,0,0
12725,0,108603,3143,9020411
12726,0,108608,0,9020410
12727,0,0,0,9020420
12728,2577,108587,3140,9020408
12729,2578,0,3139,8667
12730,2579,0,3141,9020409
12731,2027,0,5775,9020428
12732,2028,0,0,9020429
12733,2029,0,0,9020430
12734,4222,0,5741,9020421
12735,4221,0,0,9020431
12736,4223,0,0,9020422
12737,4224,0,0,9020423
12738,0,108587,3136,9020407
12739,4225,0,0,9020424
12740,2578,0,3137,0
12741,2579,0,3138,0
12742,17133,0,105389,6858
12743,17134,0,105438,6859
12744,17135,0,105439,6860
12745,17136,0,105440,6861
12746,14513,0,105441,4814
12747,17137,0,105442,6862
12748,17137,0,105445,6862
12749,17141,0,105447,6867
12750,17142,0,105448,6868
12751,11970,0,103423,9021109
12752,11969,0,103431,9021110
12753,0,0,103433,9021112
12754,11968,0,103432,9021111
12758,8671,117669,12508,9021108
12759,8672,117670,12506,9021107
12760,5637,0,11096,9021103
12761,0,0,5620,9021094
12762,3846,0,5217,9876
12763,3847,0,5624,9877
12764,3848,0,5623,9878
12765,3849,112148,5219,9879
12766,3850,0,5624,9881
12767,3849,112119,5623,9883
12768,3851,112189,0,9882
12769,3853,112122,5219,9884
12770,3854,112125,5624,9885
12771,3855,112129,0,9886
12772,17152,0,0,6878
12773,17153,0,0,6879
12774,17151,0,0,6877
12775,17150,0,0,6876
12776,17154,0,0,6880
12777,17149,0,0,6874
12778,17155,0,0,6881
12779,15713,0,0,5708
12787,0,0,0,0
12789,1000287,124118,101265,211
12790,1001956,124119,101264,212
12791,1001958,124120,101263,213
12792,1001957,124121,101262,1274
12793,14326,121762,103152,4663
12795,9579,0,15264,14044
12797,10860,119554,101125,3628
12798,4703,114312,8810,10576
12799,3898,112481,8809,9911
12800,2772,0,3480,8864
12801,1349,0,3479,4017
12803,10467,121563,101120,1726
12804,9398,121564,101122,13958
12805,8978,117661,101126,13626
12806,7214,117662,12635,12343
12807,7878,115145,105012,12800
12808,7878,0,12634,11563
12809,6063,0,9670,11563
12810,0,114745,10364,0
12811,0,0,9799,0
12812,0,0,3478,0
12813,0,0,9798,0
12814,14752,121126,102877,4987
12815,14711,121125,102878,4968
12816,14753,121124,102879,4988
12817,12277,118993,16338,3041
12818,13498,119881,101577,4025
12819,13500,119879,101580,4028
12820,13499,119880,101579,4026
12821,13501,119878,101581,4029
12822,12278,118985,16332,3042
12823,12280,118984,16334,3045
12824,12282,118982,16336,3047
12825,12279,118986,16333,7441
12826,12281,118983,16335,3046
12827,12283,118981,16337,3048
12828,12289,118992,16326,3054
12829,12285,118990,16329,3050
12830,12287,118988,16330,3052
12831,13501,118991,16327,3049
12832,12286,118989,16328,3051
12833,12288,118987,16331,3053
12834,11006,117859,14818,2141
12837,9680,117293,13110,14113
12838,9682,117291,13111,14115
12839,9684,117297,13120,14117
12840,9681,117292,13112,14114
12841,9683,117290,13113,14116
12842,9685,117296,13121,14118
12845,9686,117295,13114,14119
12846,9688,117301,13115,14121
12847,9693,117299,13118,14126
12848,9687,117294,13116,14120
12849,9689,117300,13117,14122
12850,9694,117298,13119,14127
12851,5646,114057,8815,11253
12852,5648,114060,8817,11255
12853,5647,114058,8816,11254
12854,5649,114059,8818,11256
12855,5643,114063,8937,11252
12856,5642,114065,8935,11251
12857,5353,114064,8936,11008
12858,5632,114067,8934,11242
12859,10512,117365,13866,1769
12860,10515,120301,14217,1772
12861,10515,117365,13864,1769
12864,10513,117366,13974,1770
12865,10516,120303,14215,1773
12866,10517,117367,13975,1774
12867,10514,120302,14216,1771
12868,0,111647,11604,9019757
12869,0,115403,11605,9019758
12870,7852,0,11112,12779
12871,7853,115405,11113,12780
12872,4037,0,5504,10033
12873,4039,0,5506,10035
12874,5188,0,8134,10891
12875,4038,112531,5505,10034
12876,4040,0,5507,10036
12877,5189,0,8135,10892
12878,2696,0,6197,8784
12879,2698,0,0,8786
12880,2703,0,4310,9019741
12881,2699,0,0,8787
12882,2704,0,4309,9019740
12883,2701,0,0,8789
12884,2707,0,4306,8795
12885,4163,0,4328,10129
12886,4165,0,4329,10131
12887,4164,0,4327,10130
12888,4166,0,4330,10132
12890,0,0,4326,9019745
12891,2706,0,4307,8794
12893,2697,104418,4325,9019744
12894,2705,0,4308,8793
12895,2708,0,4305,8796
12896,0,104416,6195,9019752
12897,0,104407,6194,9019751
12898,0,104406,0,0
12899,0,104411,0,0
12900,0,104411,0,0
12901,0,104406,0,0
12907,16071,122578,104616,5972
12908,16072,122579,104617,5973
12909,5277,0,8132,10963
12910,5191,111871,8309,10895
12911,5192,111861,8310,10896
12912,5190,111866,8136,10894
12913,0,0,8833,9019776
12914,5193,111609,8137,10897
12915,0,0,8832,9019775
12916,0,104461,8130,9003798
12917,0,0,4334,9019764
12918,0,104469,8131,9019770
12919,0,0,4332,9019762
12920,0,0,4336,9019766
12921,0,0,4333,9019763
12922,0,104469,4338,9019767
12923,0,0,4331,9019761
12924,0,0,4335,9019765
12926,0,104466,6204,9019769
12928,0,104474,10436,9019777
12929,0,104466,15626,9019779
12930,0,104462,6203,9006064
12931,0,104470,6202,9003773
12932,9701,0,13097,14134
12933,9702,0,13098,14135
12934,9703,0,15167,14136
12935,9704,0,15168,14137
12936,9705,0,15169,14138
12937,9706,0,15170,14139
12938,6672,0,8764,11986
12939,0,0,11606,9016147
12940,0,0,11607,9016148
12941,3556,0,0,9591
12942,3557,0,0,9592
12943,0,0,0,0
12944,0,0,0,0
12945,0,0,0,0
12946,0,0,0,0
12951,3558,0,8842,9593
12952,3558,0,8840,9593
12953,3559,0,8841,9594
12954,3559,0,9859,9594
12959,2486,0,8838,8578
12960,2487,0,8837,8579
12961,0,104436,1593,9016138
12962,0,104438,1594,9016139
12963,0,0,4288,9016142
12964,0,0,4289,9016143
12965,2488,0,8834,8580
12966,2488,0,8836,8580
12967,2489,0,8835,8581
12968,2489,0,8839,8581
12969,0,104435,1595,9016140
12970,0,104437,1596,9016141
12971,0,0,4296,9016144
12972,0,0,4297,9016145
12973,0,0,11137,9016075
12974,3393,104520,1597,9437
12975,3394,111607,1598,9438
12976,3935,112530,5503,9945
12977,0,104509,6758,9021661
12979,0,104506,6757,9021661
12980,0,104501,6759,9021661
12982,0,104512,6760,9021661
12983,0,104502,6761,9021661
12985,16843,123767,105141,9007986
12986,16846,123768,105139,9007987
12987,16847,123769,105138,9007988
12988,16848,123770,105137,9007989
12989,16849,123771,105136,9007990
12990,16850,123772,105135,0
12991,16296,123773,105147,0
12992,14068,120440,102238,9007975
12993,14069,120439,102237,9007976
12994,14070,123055,102236,9007977
12995,15978,120438,104464,9007981
12996,14071,123061,102235,9007978
12997,14072,123058,102234,9007979
12998,15979,120437,104466,9007982
12999,15980,120436,104467,9007983
13000,14073,123062,102232,9007980
13001,15981,120435,104468,9007984
13002,11127,118071,15066,9007971
13003,11128,118075,15067,9007972
13004,11068,118072,15068,9007970
13005,10377,118073,15069,9007969
13006,11129,118074,15070,9007973
13007,11130,118076,15071,9007974
13008,7784,115048,11019,9007967
13009,7425,114709,10740,0
13010,7343,114710,10615,0
13011,7426,114711,10741,9007965
13012,8494,115762,12047,0
13013,7427,114712,10616,0
13014,5295,113427,8315,0
13015,4580,113429,8316,0
13016,5296,113428,8317,0
13017,5297,113430,8318,0
13018,15832,122327,103878,5786
13019,15833,122326,103877,5787
13020,14222,122086,103489,4589
13021,15375,122085,103487,5462
13022,15376,122084,103488,5463
13023,5958,117225,14066,11479
13024,10320,117226,14067,1624
13025,10321,117227,14068,1625
13026,16587,123487,104848,6415
13027,16588,123488,104847,6416
13028,15258,122060,103631,5346
13029,16582,123489,104845,6412
13030,16583,123490,104844,6413
13031,15259,122059,103630,5347
13032,16581,123491,104698,6411
13033,16584,123492,104842,6414
13034,15260,122058,103629,5349
13035,15261,122057,103628,5350
13036,15152,121911,13537,5289
13037,10038,116902,13363,1415
13038,10039,116903,13373,1416
13039,7937,116904,13538,12851
13040,7110,117959,15037,12285
13045,2575,106178,6497,9019278
13046,2575,106165,3765,9019279
13051,11101,116362,16413,2205
13052,11102,116363,16412,2206
13053,11103,116364,0,2207
13054,11099,118053,16411,2202
13055,11100,118054,0,2204
13056,6207,0,12994,11676
13057,9224,0,0,13824
13058,5730,0,0,13824
13059,6216,0,3750,11686
13060,6217,0,0,11687
13061,0,106146,3747,9019287
13062,938,0,0,13946
13063,275,106143,3748,9019288
13064,0,0,102663,9019290
13065,16411,123105,104581,6275
13066,16412,123106,104582,6276
13067,16413,123107,104583,6277
13068,12693,119277,100107,3362
13069,12694,119276,100108,3363
13070,12695,119275,100109,3364
13071,12692,119274,100110,3361
13072,12582,119273,100111,3292
13073,11393,118313,0,2426
13074,9905,116849,13589,14281
13075,9906,116850,13590,14282
13076,8921,116851,13591,13579
13077,3856,113229,7365,9887
13078,0,106162,3766,9023440
13079,0,0,3746,0
13080,926,106188,109608,13854
13081,0,0,16096,0
13082,0,0,14933,0
13083,0,0,14938,0
13084,0,0,14937,0
13085,0,0,0,0
13086,0,0,0,0
13087,0,0,2540,9017603
13088,0,0,2540,9017604
13089,0,0,2536,9017599
13090,0,0,2537,9017600
13091,0,0,2538,9017601
13092,0,0,2539,9017602
13094,1000403,121114,2534,9017595
13095,1000405,121113,2533,9017595
13097,1000406,121110,2535,9017595
13099,1000404,121112,2532,9017595
13100,0,0,8370,9017591
13101,0,0,8372,9017593
13102,0,0,8371,9017592
13103,0,0,8373,9017594
13106,0,0,2531,9017588
13110,1000399,121276,10320,289
13111,1000400,121277,4172,291
13113,1000401,121279,10319,292
13114,1000402,121281,11198,293
13117,0,0,4171,9019509
13118,0,0,4173,9019510
13119,0,0,9195,0
13120,0,0,9196,0
13122,0,0,2527,9017580
13123,0,0,2528,9017581
13124,0,0,2529,9017582
13137,0,0,9136,9019518
13140,15262,121972,103157,5351
13142,15263,121971,103156,5352
13144,0,0,103440,9014637
13145,0,0,103442,9014638
13146,0,0,103446,9014639
13151,0,118199,11197,9014634
13152,0,0,5260,9014622
13153,0,112256,5259,9014621
13154,6712,0,109489,12010
13155,0,112258,5255,9014620
13156,6695,0,109489,12010
13157,6714,0,109489,12012
13158,6694,0,109489,11996
13160,6693,112351,109488,9014624
13161,0,112353,5264,9014625
13162,0,0,4128,9014619
13164,0,104185,109485,9014649
13165,0,0,567,9014613
13169,17194,124997,105744,6913
13170,17226,124998,105742,6935
13171,17227,124999,105741,6936
13172,7835,115449,11687,12763
13173,7836,0,11110,12764
13174,8202,0,11181,13046
13175,8202,0,11182,13046
13176,7837,0,11189,12765
13177,7838,113549,11190,12766
13178,7839,113546,11187,12767
13179,8203,0,11185,13047
13180,8203,0,11186,13048
13181,7840,113547,11188,12768
13182,8204,121270,11184,13048
13183,8203,121270,11183,13047
13184,4742,0,8233,9013509
13185,4742,0,109483,10609
13186,4743,0,8235,9013512
13187,4743,0,8237,10610
13188,4744,0,8236,9013513
13189,4744,0,8238,10611
13191,0,0,4116,9013501
13197,0,0,5242,9003880
13198,0,0,5240,9013503
13199,0,0,560,9013497
13203,6696,122002,7522,11998
13204,6697,122001,7523,11999
13205,0,0,11191,9014704
13206,0,0,11192,9014705
13208,0,0,601,9014700
13209,0,0,4124,9014701
13210,0,0,4125,9014702
13211,0,0,11199,9014663
13212,0,0,0,9014664
13213,0,0,0,9014665
13214,0,0,0,9014666
13215,0,0,0,9014667
13216,3376,112264,0,9419
13218,3377,112265,0,9420
13220,3378,112266,0,9421
13222,3379,112267,0,9422
13223,3380,112268,0,9424
13233,6782,104254,4130,12073
13234,6781,104255,0,12072
13235,0,0,4687,9019952
13236,0,0,4688,9019953
13237,0,0,5358,9019954
13238,5308,0,8497,10987
13239,5480,0,8498,11118
13240,5478,0,8499,11115
13241,5479,0,8500,11116
13244,0,0,0,9014606
13245,0,0,0,9014607
13251,0,0,0,9014690
13252,0,0,0,9014691
13260,0,0,0,9014687
13261,0,0,0,9014686
13262,0,0,0,9014689
13263,0,0,0,9014688
13264,0,0,0,9014685
13265,12211,121565,0,3000
13266,12210,121566,102124,2999
13267,12212,112427,102122,9007147
13268,12213,112423,102123,9007148
13269,4196,0,9232,10152
13270,3131,0,9231,9178
13271,2664,0,9230,8754
13272,977,0,3363,14198
13273,0,121567,102119,14337
13274,9988,121567,102120,14337
13275,0,0,102979,0
13277,0,0,9570,0
13280,0,0,16069,9019005
13281,0,0,102427,9019007
13282,0,0,16407,9019006
13283,0,0,15514,9019004
13284,0,0,15513,9019003
13285,0,0,3285,9018995
13286,0,0,3284,9018994
13287,0,105329,3726,9018996
13288,0,0,5833,9018997
13289,423,0,3721,10182
13292,5601,115618,11161,9019001
13293,0,0,11162,9019002
13296,0,0,3280,9005420
13297,6990,115615,0,9018357
13298,0,0,13188,9018358
13302,101467,0,103398,9023519
13305,0,0,0,0
13306,0,0,0,9018527
13308,616,0,0,9018525
13309,0,0,0,9018524
13312,0,0,5453,9021019
13313,0,0,5450,9021018
13314,0,0,0,9016987
13315,0,0,0,9016988
13316,0,0,0,9016989
13318,0,122163,103699,9023481
13319,15588,122164,103701,5604
13320,15588,122165,103703,9023477
13321,17242,122166,103704,6947
13322,17242,122167,103706,9023477
13323,11409,0,103546,0
13324,11409,122185,102735,2442
13325,15462,0,103545,0
13326,15462,122185,103544,5518
13327,0,118150,15177,9023473
13328,0,118148,15181,9023475
13329,0,118149,15179,9023474
13330,0,118147,15182,9023476
13331,6122,114136,9317,11610
13332,0,114134,9449,9023487
13333,0,0,9755,9023485
13334,6127,114137,9452,11615
13335,6128,114139,9454,11616
13336,0,114135,9284,9023486
13337,0,0,9756,9023484
13338,6128,114138,9453,11616
13339,6130,114140,9455,11618
13340,14413,122187,102737,9008542
13341,12721,119290,100158,3379
13342,12722,119289,100159,3380
13343,12723,119288,100164,3381
13344,12724,119286,100167,3382
13345,12725,119286,100168,3383
13346,7622,116941,13343,12622
13347,9832,116942,13348,14235
13348,11219,116941,15195,2300
13349,9833,116943,13349,14236
13350,11220,116943,15196,2302
13351,9834,116944,13350,14237
13352,9835,116944,13351,14238
13353,0,122163,103700,9021291
13354,15592,122164,103715,5606
13355,15592,122165,103716,9021292
13356,17243,122166,103707,6948
13357,17243,122167,103717,9021293
13362,6123,114537,9754,9021286
13363,6125,114016,9450,11613
13364,6124,114541,9753,9021285
13365,6126,114043,9451,11614
13370,16889,123807,105211,6677
13371,16890,123808,105215,6679
13372,16891,123810,105214,6680
13373,16892,123812,105217,6681
13374,12718,119295,100163,3377
13375,12720,119287,100162,3378
13376,12726,119293,100161,3384
13377,12727,119287,100160,3385
13378,12728,119291,100157,3386
13379,7641,117931,14860,12639
13380,11010,117929,14862,2145
13381,11009,117930,14861,2143
13382,11011,117928,14863,2146
13383,11013,117926,14865,2148
13384,11012,117927,14864,2147
13385,11014,116945,14866,2149
13388,4632,0,7836,10520
13389,4632,0,7834,10520
13390,4632,0,13713,10520
13391,4661,0,7835,10545
13392,4661,0,7837,10545
13393,3563,112362,20001021,9935
13394,3926,0,20001021,9935
13395,3925,0,20001021,9936
13396,3926,0,20001021,9936
13397,0,0,109171,10545
13398,0,0,109171,10545
13399,15883,122611,103886,5814
13400,15885,122613,103884,5816
13401,15720,122614,103883,5712
13402,15884,122612,103885,5815
13403,15886,122615,103879,5817
13404,12560,119208,101200,3277
13405,12561,119207,101201,3278
13406,12562,119206,100115,3279
13407,14483,120749,103283,4783
13408,12563,119205,101198,3280
13409,9753,116861,13222,14185
13410,9754,116862,13223,14186
13411,9217,116863,13224,13823
13412,7496,0,3434,12533
13413,11230,0,15227,2312
13414,11233,0,14256,2315
13415,0,118173,15229,0
13416,0,118173,15230,0
13417,0,118187,105307,0
13418,0,118174,15231,0
13419,0,118174,15228,0
13420,0,118175,15232,0
13421,0,118176,15233,0
13424,16483,123079,104705,6329
13425,16484,123078,104706,6330
13426,16485,123076,104707,6331
13427,16486,123075,104710,6332
13428,16487,123074,104708,6333
13429,14814,123073,104709,5044
13430,11199,0,15156,2283
13431,11214,0,15152,2297
13432,11213,0,15158,2296
13433,11215,0,15155,2298
13434,7995,0,11278,12891
13435,7997,0,11279,12893
13436,7967,0,11280,12866
13437,7962,0,11281,12864
13438,7999,0,11282,12895
13439,8000,0,11283,12896
13440,5220,0,8176,10921
13441,3168,0,4821,9003253
13442,3166,0,4819,9205
13443,3167,0,4744,9206
13444,2753,0,4822,8844
13445,2056,0,4824,8164
13446,2754,0,4823,8845
13447,2055,0,4825,8163
13448,14116,120451,102312,4516
13449,14118,120451,102311,4518
13450,10846,0,14753,2035
13451,10847,0,14755,2036
13452,10848,0,14757,2037
13453,10849,0,14539,2038
13454,10845,0,14161,2034
13455,14578,0,102109,4862
13456,14579,0,102110,4863
13457,14580,0,102108,4865
13458,14581,0,102107,4866
13459,14582,0,102111,4867
13460,8951,0,12465,9020265
13461,8952,0,12466,9020266
13462,8947,0,12467,9020267
13463,8949,0,12468,9020268
13464,8955,0,12469,9020269
13465,3440,0,5042,9020262
13466,3441,0,5041,9020261
13467,3444,0,5043,9020263
13468,3445,0,5044,9020264
13469,3442,0,5045,0
13470,3443,0,5046,0
13471,14117,120451,102306,4517
13472,11336,118296,15362,2382
13473,11337,118297,15363,2383
13474,11335,118298,15364,2381
13475,11286,118299,0,2347
13476,13885,0,102117,4340
13477,13890,0,102116,4342
13478,13891,0,102114,4343
13479,13892,0,102113,4344
13480,12632,0,101420,3332
13481,8946,0,12455,9014121
13482,8947,0,12458,9014122
13483,8947,0,12460,9014124
13484,8949,0,12459,9014123
13485,8950,0,12464,9014125
13486,5221,0,8222,10922
13487,5222,0,8223,10923
13488,3439,0,4826,9014117
13489,3791,0,5860,9820
13490,3791,0,5488,9014119
13491,3792,0,5485,9821
13492,3445,0,5487,9014118
13493,3793,0,5859,9822
13494,3087,0,326,9134
13495,3552,0,327,9587
13496,16397,0,104621,6263
13497,16398,0,104620,6264
13498,16399,0,104619,6265
13499,13494,0,101682,4022
13500,13491,0,101683,4019
13501,13495,0,101684,4023
13502,2924,0,5379,9017728
13503,4124,0,5801,10094
13504,2925,111260,2760,9003255
13505,2926,0,2759,9003260
13506,2927,0,2758,9017726
13507,0,0,4768,0
13509,2924,100321,4868,9004
13510,0,0,2761,9017727
13511,0,0,2761,9017727
13512,1352,0,2756,9017724
13513,1352,0,2752,9017720
13514,0,0,2755,9017723
13515,1842,0,2753,9017721
13516,0,0,2754,9017722
13517,1024,0,2751,1556
13518,606,0,2750,11561
13519,100081,0,2749,9005274
13520,9074,0,12629,13703
13521,9072,0,12630,13702
13522,9076,0,12631,13705
13523,9075,0,12632,13704
13524,12697,119344,100201,3365
13525,12843,119343,100222,3464
13526,12844,119342,100226,3465
13527,12845,119341,100217,3466
13528,9303,116427,12865,13893
13529,6241,116426,9540,11695
13530,6244,114179,10792,11696
13531,4334,113142,6949,10261
13532,4911,113143,7519,10713
13533,4912,113144,7520,10714
13534,12846,119345,100229,3467
13535,12791,119346,100228,3433
13536,12792,119347,100227,3434
13537,9304,116427,12866,13894
13538,7438,114179,9541,12486
13539,3695,114912,10793,9724
13540,14323,0,102541,4661
13541,14324,0,102552,4662
13542,13714,0,102553,4197
13543,9078,0,12149,13707
13544,9079,0,12599,13708
13545,7591,0,12600,12599
13547,4125,112544,5802,10095
13548,3158,111260,2775,9003255
13549,2929,111259,2773,9017754
13550,2224,0,2774,8326
13551,1787,0,4005,9005
13552,16250,122876,104157,9026339
13553,15598,0,103999,5609
13554,15599,0,104000,5610
13555,14998,0,104001,5166
13556,9225,0,12670,13825
13557,9226,0,12857,13826
13558,9227,0,12858,13827
13559,3414,0,0,9452
13560,3415,0,0,9453
13561,3488,0,20001196,9523
13562,9244,116113,13072,13841
13563,5043,0,9706,10777
13564,12598,0,100310,3303
13565,12600,0,100312,3306
13566,12602,0,100314,3308
13567,12603,0,100315,3309
13568,10580,0,100316,1818
13569,4471,113455,0,10384
13570,13884,120776,0,4339
13571,0,0,9908,0
13572,4736,0,8528,10604
13573,7013,0,9969,12225
13574,7014,0,9970,12226
13575,7015,0,9971,12227
13576,3568,0,108184,9603
13577,3446,0,0,9481
13578,3447,0,0,9482
13579,1715,111452,0,6875
13580,4149,112586,0,10114
13581,0,0,7104,0
13582,0,0,7105,0
13583,0,0,7106,0
13584,0,100317,7107,0
13585,0,100312,7107,0
13588,14075,120667,102564,4476
13589,14076,120666,102565,4477
13590,14077,120665,102566,4478
13591,14078,120664,102567,4479
13592,14080,120662,102569,4482
13593,14079,120663,102568,4480
13594,11866,0,20000935,2732
13595,9666,116667,13211,14098
13596,9667,116668,13210,14099
13597,9668,116669,12626,14100
13598,10533,118402,14307,1782
13599,9080,116670,13209,13709
13600,10534,118403,14308,1783
13601,16789,123757,105176,6577
13602,16790,123758,105177,6579
13603,16792,123760,105178,6581
13604,16791,123759,105179,6580
13605,16793,0,105180,6582
13606,16794,123762,105181,6583
13607,16795,123763,105182,6584
13608,14053,120414,102316,4453
13609,14052,120413,102313,4452
13610,14056,120420,102319,4456
13611,14054,120415,102317,4454
13612,14057,120419,102321,4457
13613,14055,120416,102318,4455
13614,14058,120417,102322,4458
13615,14059,120418,102323,4459
13616,10748,117746,14642,1960
13617,10746,117748,12834,1958
13618,10751,117744,14647,1963
13619,10749,117749,14643,1961
13620,10747,117747,14641,1959
13621,10750,117745,14645,1962
13622,10752,117743,14650,1964
13623,10753,117742,14652,1965
13624,6705,0,9900,12002
13625,8057,115247,11292,12944
13626,6707,0,9902,12004
13627,8059,115248,11293,12946
13628,6706,0,9901,12003
13629,6708,0,9903,12005
13630,5355,0,9904,11010
13639,12271,119010,16325,3035
13640,0,0,100265,3035
13641,12273,119008,16323,3037
13642,12274,0,100268,3038
13643,14062,120425,102329,4463
13644,14060,120413,102324,4461
13645,14065,120428,102333,4466
13646,14061,120424,102327,4462
13647,14063,120426,102330,4464
13648,14064,120416,102332,4465
13649,14066,120417,102336,4467
13650,14067,120418,102337,4468
13651,13345,117748,14640,3893
13652,13345,0,15385,3893
13653,13347,0,102331,3895
13654,9330,117761,14650,1964
13655,13346,0,15386,3894
13656,13346,117747,14641,3894
13657,13348,0,102335,3896
13658,10750,117745,14645,1962
13659,10752,117743,14650,1964
13660,10753,117742,14652,1965
13661,9326,0,14662,13913
13662,9330,116403,14665,13917
13663,9327,116400,14663,13914
13664,9329,116402,14664,13915
13665,9331,116405,14666,13918
13666,8777,116406,14667,13473
13667,5663,113820,9494,11267
13668,5664,113821,9495,11268
13669,7083,113821,9494,12267
13670,6169,114148,9495,11650
13671,5665,113822,9496,11269
13672,5666,113823,9497,11270
13673,3479,109557,5780,9514
13674,4086,112134,5781,10063
13675,3177,112135,5782,9217
13676,4087,112136,5783,10064
13677,8058,115306,11294,12945
13678,8060,115305,11295,12948
13679,8061,115304,11296,12949
13680,8062,115303,11297,12950
13681,8078,115307,11299,12957
13682,8079,115308,11297,12958
13683,8080,115309,11297,12959
13684,8081,115310,11301,12960
13685,5831,0,4847,11377
13686,5832,113741,3195,11378
13687,5833,0,8782,11230
13688,5834,113742,6957,11380
13689,5835,0,6958,11381
13690,5620,0,8783,11230
13691,5621,0,6957,11231
13692,5623,0,6957,11233
13693,5624,0,3190,11234
13694,3742,110927,4704,9770
13695,3743,110930,3194,9771
13696,3744,110918,106868,9772
13697,3745,110940,10608,9773
13698,3972,111005,5660,9974
13699,3012,0,5661,9092
13700,16402,123070,104576,6269
13701,16400,123072,104574,6267
13702,16401,123071,104575,6268
13703,13026,119537,101672,3613
13704,11839,119536,101673,2720
13705,13029,119535,101674,3616
13706,13027,119538,101675,3614
13707,12836,119336,101685,3458
13708,13028,0,101677,3615
13709,11840,119539,101676,2721
13710,11895,0,101678,2756
13711,9857,119542,101679,14251
13713,6251,114201,0,11702
13714,6235,114202,100088,15314
13715,6515,114447,0,11882
13716,6516,114448,0,11883
13717,2505,0,0,8598
13718,2987,113689,0,9069
13719,2504,112709,50000024,9864
13720,540,106127,11094,11041
13721,8836,115963,13687,9018553
13722,8838,115964,13688,9018554
13723,8839,115965,12974,9018555
13724,8053,115966,12376,12940
13725,0,0,101686,0
13726,0,0,103261,0
13727,0,0,12382,0
13728,0,0,12383,0
13729,0,0,12384,0
13730,0,0,14222,0
13731,0,0,12385,0
13732,0,0,14221,0
13733,0,0,9692,0
13734,0,0,0,0
13735,0,0,0,0
13736,0,0,5537,0
13737,16166,0,106099,0
13738,16914,0,106100,0
13739,14692,0,102785,0
13740,12840,0,112496,0
13741,0,0,0,0
13742,0,0,0,0
13743,0,0,0,0
13744,4354,0,0,0
13745,13300,121275,15834,0
13746,13300,121275,16074,0
13747,9391,118841,16061,0
13748,9391,118842,16075,0
13751,0,115967,0,0
13752,0,115968,0,0
13753,0,0,3361,0
13754,0,0,0,0
13755,0,0,8645,0
13756,0,0,0,0
13757,0,0,0,0
13758,0,0,0,0
13759,0,0,0,0
13760,0,0,0,0
13761,16666,0,0,0
13762,0,0,11438,0
13763,5311,0,9233,10990
13764,1417,0,3524,4558
13765,2809,102945,0,8895
13766,1416,0,3524,4547
13767,0,0,11438,0
13768,15306,123486,104795,5395
13769,14258,121897,103300,4614
13770,7173,121262,104101,12314
13771,0,0,7244,9019099
13772,0,0,7245,9019100
13773,5418,0,3642,11058
13774,4525,112500,7078,10430
13775,4524,112501,7079,10429
13776,2187,106297,8957,8289
13777,2189,106299,3646,9019097
13779,0,0,3641,9019096
13780,12239,121273,102733,9019732
13781,14391,121274,102730,9019731
13782,8591,127725,105236,9019733
13783,0,114393,4269,9019728
13784,4533,114393,9267,9019730
13785,5420,112814,20000649,0
13786,0,0,112860,0
13787,0,0,0,0
13788,17669,124248,106139,7272
13793,13044,123889,105851,0
13794,13308,123890,105852,0
13795,10275,0,0,0
13796,0,122980,104502,0
13797,16316,122981,104890,9010105
13798,16302,122982,104892,9010104
13816,0,0,2504,0
