"id_che300","id_czb"
"660","13756"
"661","13887"
"662","11783"
"663","11784"
"664","11785"
"665","11786"
"666","11787"
"667","11788"
"668","11789"
"669","11790"
"670","9021130"
"671","9766"
"672","10092"
"673","9585"
"674","10218"
"676","9021115"
"677","9208"
"678","9210"
"679","9021120"
"680","9211"
"681","9212"
"682","9021120"
"683","9213"
"684","9021119"
"685","9214"
"686","9021120"
"689","8107"
"691","8108"
"692","9021118"
"694","8101"
"696","8102"
"697","4932"
"698","4940"
"699","4945"
"701","4956"
"702","4966"
"703","9021116"
"704","4971"
"705","11458"
"706","9006420"
"707","9021121"
"708","9003692"
"709","9000168"
"712","6236"
"713","5917"
"714","5918"
"715","5710"
"716","2785"
"717","2786"
"718","9022078"
"719","9022079"
"720","2745"
"721","2787"
"722","2788"
"723","2789"
"724","2790"
"725","9005134"
"726","9022077"
"727","9022075"
"728","9005134"
"729","9022076"
"730","13206"
"731","14092"
"732","14093"
"733","14094"
"734","14095"
"735","13814"
"736","9027349"
"737","10003"
"738","10004"
"739","10005"
"740","10006"
"741","10007"
"742","9006439"
"743","9006440"
"744","9006438"
"745","9006441"
"746","9021162"
"747","2482"
"748","9021162"
"749","6392"
"750","2475"
"751","2160"
"752","9006428"
"753","9006426"
"754","3233"
"755","3209"
"758","5465"
"759","5464"
"760","4011"
"761","3980"
"762","4012"
"763","4013"
"764","4014"
"765","4015"
"766","1883"
"767","1884"
"768","1885"
"769","11444"
"770","11443"
"771","11047"
"772","9710"
"773","9711"
"774","9712"
"775","9713"
"776","8104"
"777","8105"
"778","8103"
"779","9000101"
"781","9294"
"782","9295"
"783","9296"
"784","9297"
"785","9268"
"786","14065"
"787","9006018"
"788","9005187"
"789","9018635"
"796","9022698"
"797","9018341"
"804","9018342"
"805","9018633"
"808","9005856"
"811","5075"
"812","5146"
"813","5145"
"814","5147"
"815","11288"
"816","13094"
"817","13093"
"818","13095"
"819","9815"
"820","9844"
"821","9845"
"822","9846"
"823","9848"
"824","9849"
"825","12146"
"826","12146"
"827","12147"
"828","9019432"
"829","9003309"
"830","9019436"
"831","5031"
"832","9033741"
"833","5031"
"834","9020896"
"835","9033741"
"836","5031"
"837","9033741"
"838","8073"
"839","9020896"
"840","8069"
"841","6944"
"842","5057"
"843","8071"
"844","14312"
"845","9157"
"846","9020895"
"847","8916"
"848","9008331"
"849","9008331"
"851","9020898"
"852","9020894"
"853","9020897"
"855","9008332"
"856","6854"
"857","6856"
"858","6855"
"859","6852"
"860","6851"
"861","6748"
"862","6853"
"863","6772"
"864","5074"
"867","4569"
"868","4570"
"871","2765"
"872","2769"
"873","2770"
"874","14170"
"875","13865"
"876","13692"
"877","13866"
"878","13865"
"879","13864"
"881","12479"
"882","12480"
"885","12481"
"886","12478"
"888","10586"
"889","12482"
"891","12483"
"893","11487"
"894","10585"
"895","10466"
"896","10467"
"897","10585"
"898","10739"
"899","10468"
"900","8376"
"901","8376"
"902","5013"
"903","5004"
"904","9259"
"905","9022111"
"906","14102"
"908","9033745"
"909","9028924"
"910","9006903"
"912","9003284"
"913","9000192"
"914","9003284"
"917","4398"
"918","4399"
"919","4400"
"920","4401"
"921","4404"
"922","4405"
"923","4402"
"924","3194"
"925","2727"
"926","3195"
"927","2728"
"928","2730"
"929","2731"
"930","2729"
"931","1515"
"932","1514"
"933","12888"
"934","12889"
"935","12892"
"936","12894"
"937","12890"
"938","12527"
"939","6210"
"940","5485"
"941","5486"
"942","6211"
"943","5483"
"944","5480"
"945","5482"
"946","5484"
"947","2778"
"948","2779"
"949","2780"
"950","2771"
"951","2772"
"952","2774"
"953","2776"
"954","2775"
"955","2777"
"956","2781"
"957","13843"
"958","13867"
"959","2486"
"960","13868"
"961","13870"
"962","1854"
"963","13871"
"964","1855"
"965","12525"
"966","12526"
"967","12525"
"968","12489"
"969","12490"
"970","12491"
"971","12492"
"972","11243"
"973","11244"
"974","11245"
"975","11246"
"976","11009"
"977","10142"
"978","9642"
"979","10144"
"980","9643"
"981","10143"
"982","9644"
"983","10112"
"984","9645"
"986","8917"
"987","8160"
"988","8158"
"990","8149"
"992","8161"
"993","8159"
"994","4447"
"995","4448"
"996","4449"
"997","4328"
"998","4391"
"999","4393"
"1000","4394"
"1001","4395"
"1002","4396"
"1003","4397"
"1004","3192"
"1005","2723"
"1006","3193"
"1007","2724"
"1008","2725"
"1009","2726"
"1010","11806"
"1011","12511"
"1012","12191"
"1013","12191"
"1014","11985"
"1015","11985"
"1016","12190"
"1017","12190"
"1018","11980"
"1019","11980"
"1020","7371"
"1021","5378"
"1022","5379"
"1023","5116"
"1024","5117"
"1025","5118"
"1026","5119"
"1027","3281"
"1028","13669"
"1029","13670"
"1030","13667"
"1031","13639"
"1032","13668"
"1033","13546"
"1034","9003873"
"1035","9016837"
"1036","9005335"
"1037","9016841"
"1038","9201"
"1042","9016839"
"1043","9016839"
"1045","9016840"
"1046","8407"
"1047","5663"
"1048","7337"
"1049","7337"
"1050","7345"
"1052","7351"
"1054","9016838"
"1055","12929"
"1056","9005999"
"1058","9005999"
"1059","9006918"
"1060","9016845"
"1061","9015481"
"1062","1442"
"1063","10778"
"1064","10779"
"1065","10780"
"1066","10781"
"1067","9034"
"1068","9036"
"1069","9037"
"1070","9035"
"1071","9038"
"1072","11688"
"1073","11689"
"1074","11691"
"1077","9019431"
"1079","4697"
"1082","4697"
"1085","2794"
"1122","8050"
"1123","3815"
"1124","9016850"
"1125","8051"
"1126","5822"
"1127","5823"
"1128","3210"
"1129","11639"
"1130","11640"
"1131","9843"
"1132","9851"
"1136","6890"
"1137","6971"
"1138","6974"
"1139","6891"
"1140","6892"
"1141","6893"
"1142","6894"
"1143","6896"
"1144","6895"
"1145","6897"
"1146","4939"
"1147","6660"
"1148","3940"
"1149","5949"
"1150","5058"
"1151","3917"
"1152","3915"
"1153","3689"
"1154","4765"
"1155","3914"
"1156","3214"
"1157","2680"
"1158","2951"
"1159","2393"
"1160","2385"
"1161","2394"
"1162","2395"
"1163","2396"
"1164","13552"
"1165","13553"
"1166","13554"
"1167","13555"
"1168","13556"
"1169","13557"
"1170","11412"
"1171","11413"
"1172","11414"
"1173","11415"
"1174","12980"
"1175","11416"
"1176","11417"
"1177","11418"
"1178","11122"
"1179","10581"
"1180","10703"
"1181","10582"
"1182","10702"
"1183","10583"
"1184","11344"
"1185","11030"
"1186","9991"
"1187","9015615"
"1189","9015607"
"1190","9240"
"1191","9015615"
"1193","9015609"
"1194","9232"
"1195","9015605"
"1196","7862"
"1197","13052"
"1198","9015603"
"1199","9015604"
"1200","6802"
"1201","6807"
"1202","6810"
"1203","6808"
"1204","6811"
"1205","6812"
"1206","6813"
"1207","6815"
"1208","6816"
"1209","6796"
"1210","6820"
"1211","4177"
"1212","4178"
"1213","4179"
"1214","6198"
"1215","4180"
"1216","4181"
"1217","4182"
"1218","4183"
"1219","6196"
"1220","4184"
"1221","2303"
"1222","2304"
"1223","2305"
"1224","2306"
"1225","2307"
"1226","2308"
"1227","2309"
"1228","2310"
"1229","13813"
"1230","13461"
"1231","13067"
"1232","13471"
"1233","12474"
"1234","13472"
"1235","12484"
"1236","13073"
"1237","11382"
"1238","11383"
"1239","11384"
"1240","11385"
"1241","11386"
"1242","11387"
"1243","11388"
"1244","11389"
"1245","11390"
"1246","11163"
"1247","11163"
"1248","10746"
"1249","10747"
"1250","10748"
"1251","10749"
"1252","10751"
"1253","10752"
"1254","10753"
"1255","10108"
"1256","9755"
"1257","9757"
"1258","9756"
"1259","8929"
"1264","8175"
"1267","8273"
"1268","8702"
"1269","8273"
"1270","8131"
"1271","8682"
"1273","6409"
"1274","6418"
"1276","14206"
"1277","9018502"
"1278","9003825"
"1279","9018503"
"1280","9000134"
"1281","4664"
"1282","4665"
"1283","4666"
"1284","4610"
"1285","4668"
"1286","4611"
"1287","6570"
"1288","4669"
"1289","2986"
"1290","2987"
"1291","2988"
"1292","2388"
"1293","2989"
"1294","2985"
"1295","9000008"
"1296","4930"
"1297","4931"
"1298","4933"
"1299","4934"
"1300","4935"
"1301","4936"
"1303","9003599"
"1304","9018483"
"1305","9005706"
"1306","12901"
"1307","9018481"
"1308","12902"
"1309","12609"
"1310","1795"
"1311","12903"
"1312","12286"
"1313","12025"
"1314","12026"
"1315","9018480"
"1316","9779"
"1317","8747"
"1318","9018479"
"1319","9780"
"1320","8586"
"1321","9006882"
"1322","2223"
"1323","9006877"
"1324","9003872"
"1325","9006866"
"1326","9005837"
"1327","4383"
"1328","4384"
"1329","4385"
"1330","4387"
"1331","4386"
"1332","3984"
"1333","3546"
"1335","4388"
"1337","6407"
"1338","1949"
"1340","1466"
"1341","9018495"
"1342","14010"
"1344","9018493"
"1345","11910"
"1346","11300"
"1347","11301"
"1348","10861"
"1349","10676"
"1350","10677"
"1351","10518"
"1352","10678"
"1353","10679"
"1354","10224"
"1355","6564"
"1356","6571"
"1357","6578"
"1358","9018490"
"1359","6588"
"1360","9018491"
"1361","14295"
"1362","9018496"
"1363","9006848"
"1364","9005419"
"1365","9018492"
"1366","9006850"
"1368","9003633"
"1369","3519"
"1370","9021008"
"1371","2722"
"1372","9021002"
"1373","9021003"
"1375","9021005"
"1376","9021006"
"1377","9021004"
"1378","7128"
"1379","7124"
"1380","7127"
"1381","7132"
"1382","7130"
"1383","7131"
"1384","7135"
"1385","7133"
"1386","7134"
"1387","7137"
"1388","7000"
"1389","7136"
"1390","4911"
"1391","6179"
"1392","4912"
"1393","6180"
"1394","4914"
"1395","6181"
"1396","4915"
"1397","6182"
"1398","3639"
"1399","3348"
"1400","4016"
"1401","14168"
"1402","14169"
"1403","13006"
"1404","11858"
"1405","11126"
"1406","10723"
"1407","10721"
"1408","9018531"
"1409","9018532"
"1410","9018530"
"1411","9018533"
"1418","9020363"
"1425","9020362"
"1426","6341"
"1427","6342"
"1428","6344"
"1429","6345"
"1430","2384"
"1431","1947"
"1432","2391"
"1433","2392"
"1434","11158"
"1435","11157"
"1436","10615"
"1437","9024"
"1438","8425"
"1439","8426"
"1441","12312"
"1442","13815"
"1443","12710"
"1444","12709"
"1445","6814"
"1448","6817"
"1450","6818"
"1451","6819"
"1452","5967"
"1454","4917"
"1455","4921"
"1456","4916"
"1457","4918"
"1458","4919"
"1459","4920"
"1460","9018514"
"1461","3490"
"1462","3634"
"1464","1718"
"1465","9018512"
"1466","13076"
"1467","13074"
"1468","1720"
"1469","9018504"
"1470","9005131"
"1471","8182"
"1473","9018507"
"1474","14206"
"1475","9018502"
"1476","9003825"
"1477","9018503"
"1478","9003264"
"1482","9018509"
"1483","9018505"
"1485","9015617"
"1486","9015617"
"1487","6970"
"1488","6972"
"1489","6973"
"1490","3941"
"1491","3919"
"1492","3918"
"1493","6655"
"1494","2224"
"1495","4766"
"1496","6656"
"1497","6658"
"1498","2577"
"1499","9018523"
"1501","12493"
"1502","12495"
"1503","13558"
"1505","12496"
"1506","11926"
"1507","9018521"
"1508","12497"
"1509","11927"
"1510","12228"
"1511","12229"
"1513","12235"
"1514","12192"
"1515","11166"
"1516","10608"
"1517","12157"
"1518","12158"
"1519","10303"
"1520","12159"
"1521","12160"
"1522","9018515"
"1523","9018516"
"1524","9163"
"1525","9161"
"1526","9164"
"1527","9162"
"1528","4185"
"1529","9018517"
"1530","9005774"
"1535","6661"
"1537","6663"
"1538","5970"
"1540","6665"
"1541","4906"
"1542","4907"
"1543","4908"
"1544","4909"
"1545","4910"
"1546","3713"
"1547","3717"
"1548","3714"
"1549","3716"
"1550","3718"
"1551","3719"
"1552","5161"
"1553","6235"
"1554","5162"
"1555","6137"
"1556","4949"
"1558","9018538"
"1559","4946"
"1561","9018539"
"1562","9018540"
"1563","9018541"
"1564","4950"
"1565","4947"
"1566","9018542"
"1567","1695"
"1568","2531"
"1569","14096"
"1570","3476"
"1571","9018536"
"1572","13959"
"1573","9018537"
"1574","13625"
"1575","9018535"
"1576","11978"
"1577","11979"
"1578","9184"
"1579","9185"
"1580","9018534"
"1581","1432"
"1582","7814"
"1583","9001050"
"1584","14661"
"1585","2623"
"1586","13940"
"1587","12560"
"1588","12561"
"1590","10389"
"1591","6043"
"1592","1590"
"1594","13235"
"1596","10370"
"1597","10371"
"1598","10383"
"1599","2860"
"1600","4615"
"1601","8189"
"1603","10936"
"1604","1644"
"1605","6809"
"1606","6165"
"1607","13136"
"1608","9009520"
"1609","5713"
"1610","3721"
"1611","5714"
"1612","3722"
"1613","3723"
"1614","5715"
"1615","3724"
"1616","5716"
"1617","4670"
"1618","5717"
"1619","5718"
"1620","4671"
"1621","5719"
"1622","3729"
"1623","3725"
"1624","5721"
"1625","3727"
"1626","5722"
"1627","5723"
"1628","3728"
"1629","3473"
"1630","3474"
"1631","3475"
"1632","12505"
"1633","1434"
"1634","14239"
"1635","6358"
"1636","6359"
"1637","4083"
"1638","4084"
"1639","4085"
"1640","4086"
"1641","4082"
"1642","3375"
"1643","4081"
"1644","9007433"
"1645","9007434"
"1646","4276"
"1647","5240"
"1648","5241"
"1649","5242"
"1650","9007430"
"1651","2288"
"1652","9013985"
"1653","9013986"
"1654","2289"
"1655","9013987"
"1656","14152"
"1657","14041"
"1658","14042"
"1659","9013982"
"1660","9013983"
"1661","9013981"
"1662","9013984"
"1663","9013980"
"1664","11209"
"1665","11210"
"1666","11178"
"1667","11178"
"1668","11248"
"1669","10323"
"1670","10324"
"1671","10325"
"1672","10326"
"1673","10726"
"1674","9277"
"1675","9013976"
"1677","9013977"
"1678","9279"
"1679","9279"
"1680","9013978"
"1681","9013979"
"1682","9005853"
"1683","9003600"
"1684","9013978"
"1685","9003600"
"1686","9013975"
"1687","9013974"
"1688","9097"
"1689","9098"
"1690","6339"
"1691","6340"
"1692","3457"
"1693","3459"
"1694","3460"
"1695","14157"
"1696","14158"
"1697","14159"
"1698","13069"
"1699","13070"
"1700","13071"
"1701","10877"
"1702","10878"
"1703","10879"
"1704","10880"
"1705","9861"
"1706","10176"
"1707","9454"
"1708","9862"
"1710","5244"
"1711","5246"
"1712","2290"
"1713","2291"
"1714","2292"
"1715","1967"
"1716","1968"
"1717","12942"
"1718","14150"
"1719","1969"
"1720","14151"
"1721","14153"
"1722","12865"
"1723","12433"
"1724","5690"
"1725","5689"
"1726","5688"
"1727","5687"
"1728","5686"
"1729","5685"
"1730","4640"
"1731","6047"
"1732","6048"
"1733","6050"
"1734","6051"
"1735","6045"
"1736","6046"
"1737","4431"
"1738","4432"
"1739","4434"
"1741","4435"
"1742","4429"
"1743","4430"
"1744","2033"
"1745","9024360"
"1746","2031"
"1747","2032"
"1748","5172"
"1749","5171"
"1750","5170"
"1751","4685"
"1752","5168"
"1753","5169"
"1754","14145"
"1755","13706"
"1756","14147"
"1757","13834"
"1758","14149"
"1759","10920"
"1760","13010"
"1761","10919"
"1762","13011"
"1763","9084"
"1764","8755"
"1765","9085"
"1766","11278"
"1767","5245"
"1768","5247"
"1769","2293"
"1770","2294"
"1771","2295"
"1772","13449"
"1773","13450"
"1774","13451"
"1775","13452"
"1776","11601"
"1777","12555"
"1778","11602"
"1779","11603"
"1780","12563"
"1781","11604"
"1782","14154"
"1783","14155"
"1784","14156"
"1785","12931"
"1786","12932"
"1787","12933"
"1788","12934"
"1789","12935"
"1790","11548"
"1791","11549"
"1792","11550"
"1793","11551"
"1794","11552"
"1795","9013995"
"1796","9079"
"1797","10477"
"1798","9080"
"1799","9081"
"1800","10473"
"1801","9082"
"1802","10473"
"1803","10478"
"1804","9083"
"1805","14111"
"1806","11885"
"1809","14161"
"1810","14162"
"1811","14163"
"1812","14164"
"1813","12163"
"1814","11460"
"1815","11461"
"1818","11462"
"1819","11463"
"1820","9013994"
"1821","10377"
"1822","10444"
"1823","10046"
"1824","9015"
"1825","9043"
"1826","9218"
"1829","9044"
"1830","12472"
"1831","10243"
"1833","12100"
"1834","6746"
"1835","6751"
"1836","9013973"
"1837","12093"
"1839","12094"
"1840","12096"
"1842","9013963"
"1843","9013964"
"1844","9013965"
"1845","9013966"
"1847","9013967"
"1848","9013968"
"1849","9013969"
"1850","6503"
"1851","6372"
"1852","6592"
"1853","6593"
"1854","5805"
"1855","6594"
"1856","5703"
"1857","4641"
"1858","4642"
"1859","4643"
"1860","4644"
"1861","4645"
"1862","2782"
"1863","2862"
"1864","2861"
"1865","3196"
"1866","3197"
"1867","14144"
"1868","9006034"
"1869","12674"
"1870","2094"
"1871","9018240"
"1872","13732"
"1873","12681"
"1874","12429"
"1875","9018239"
"1876","10203"
"1877","10111"
"1878","9204"
"1879","8099"
"1880","7808"
"1881","9018237"
"1882","9018238"
"1884","8304"
"1885","8306"
"1886","4633"
"1887","6589"
"1888","4613"
"1889","6590"
"1890","4588"
"1891","6585"
"1892","6591"
"1893","9004788"
"1894","14339"
"1895","14321"
"1896","1653"
"1897","1657"
"1898","14323"
"1899","12586"
"1900","11964"
"1901","13014"
"1902","13015"
"1903","12170"
"1904","13016"
"1905","13666"
"1906","11963"
"1907","12169"
"1908","12585"
"1909","10239"
"1910","9758"
"1911","9759"
"1912","10047"
"1913","9760"
"1914","4436"
"1915","6651"
"1916","6653"
"1917","4437"
"1918","4438"
"1919","6654"
"1920","2387"
"1921","3341"
"1922","3340"
"1923","5590"
"1924","5591"
"1926","5536"
"1927","5590"
"1928","5591"
"1929","5536"
"1930","4373"
"1931","3298"
"1932","14272"
"1933","3297"
"1934","3412"
"1935","3413"
"1936","14249"
"1937","13758"
"1938","13758"
"1939","14271"
"1940","14273"
"1941","9019061"
"1942","9019061"
"1943","12174"
"1944","12407"
"1945","9003603"
"1948","9003603"
"1949","9005988"
"1950","6553"
"1952","5602"
"1953","5535"
"1954","5602"
"1955","14247"
"1956","14274"
"1957","14276"
"1958","12408"
"1959","12409"
"1960","12411"
"1961","12410"
"1964","1199"
"1965","1200"
"1966","1198"
"1967","1198"
"1968","1198"
"1977","690"
"1978","691"
"1979","723"
"1980","689"
"1981","690"
"1982","672"
"1983","725"
"1984","673"
"1985","673"
"1986","9003855"
"1987","9003855"
"1991","6827"
"1992","6334"
"1993","5955"
"1996","4709"
"1997","3641"
"1998","3642"
"1999","3643"
"2000","3284"
"2001","3284"
"2002","3645"
"2003","3646"
"2004","3647"
"2005","3647"
"2006","14308"
"2007","14292"
"2008","14291"
"2009","11446"
"2010","11447"
"2011","11448"
"2012","11449"
"2013","11450"
"2014","10738"
"2017","11451"
"2018","11452"
"2019","11453"
"2020","9742"
"2021","9743"
"2022","10631"
"2023","10630"
"2024","10091"
"2025","9019861"
"2026","9019855"
"2027","9019850"
"2028","9000210"
"2029","9019855"
"2030","9019857"
"2031","9019858"
"2033","9019848"
"2034","9019852"
"2036","9019862"
"2042","9019851"
"2043","9003755"
"2045","9000162"
"2046","9019854"
"2047","9003830"
"2048","9019864"
"2050","4218"
"2051","3098"
"2052","3126"
"2053","9018019"
"2054","9018016"
"2055","9621"
"2056","9622"
"2057","9647"
"2058","9018014"
"2059","8295"
"2060","8276"
"2061","8277"
"2062","9392"
"2063","9466"
"2064","9018020"
"2065","9018015"
"2066","12419"
"2067","9018017"
"2068","12689"
"2069","12690"
"2070","12690"
"2071","5154"
"2072","5155"
"2073","5156"
"2074","13168"
"2075","13612"
"2078","9035133"
"2079","5770"
"2080","9003691"
"2082","9018324"
"2084","9018320"
"2085","9018321"
"2086","9018319"
"2087","9007529"
"2088","9018315"
"2089","9018317"
"2090","9018316"
"2091","9003650"
"2092","8557"
"2093","9018314"
"2094","9005924"
"2095","13817"
"2096","9018322"
"2097","5632"
"2098","5474"
"2099","2201"
"2100","13167"
"2101","11445"
"2102","10241"
"2103","10242"
"2104","4140"
"2105","4147"
"2106","9000037"
"2107","6338"
"2108","4157"
"2109","1946"
"2110","4451"
"2111","10584"
"2113","12288"
"2114","5788"
